"Cluster"	"Ensembl.Code"	"MGI.Symbol"	"Type.Restricted"	"Mean.Outside.Cluster"	"Mean.Inside.Cluster"	"Factor.Difference"	"P.Value"	"Adjusted.P.Value"	"Chromosome"	"Annotation"
"13"	"ENSMUSG00000009681"	"Bcr"	"TRE"	0.164540292265801	1.12146832345833	6.81576717784535	0	0	"10"	"breakpoint cluster region [Source:MGI Symbol;Acc:MGI:88141]"
"13"	"ENSMUSG00000029380"	"Cxcl1"	"TRE+NRE"	3.76836343368476	20.0320492317299	5.31584853325632	0	0	"5"	"chemokine (C-X-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:108068]"
"13"	"ENSMUSG00000058427"	"Cxcl2"	"TRE"	0.366042810266023	1.90282273755252	5.19836118668642	0	0	"5"	"chemokine (C-X-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:1340094]"
"13"	"ENSMUSG00000025746"	"Il6"	"TRE"	0.360475616755548	3.42954219754214	9.51393669399792	0	0	"5"	"interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]"
"13"	"ENSMUSG00000027611"	"Procr"	"TRE"	0.423296436430605	2.11910716114756	5.00620127827361	0	0	"2"	"protein C receptor, endothelial [Source:MGI Symbol;Acc:MGI:104596]"
"13"	"ENSMUSG00000026475"	"Rgs16"	"TRE"	0.504720745777908	2.62727922213765	5.20541159465976	0	0	"1"	"regulator of G-protein signaling 16 [Source:MGI Symbol;Acc:MGI:108407]"
"13"	"ENSMUSG00000038530"	"Rgs4"	"TRE"	0.182797923857587	1.04870130239349	5.73694317890888	1.86551928075103e-36	1.15164723598363e-33	"1"	"regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409]"
"13"	"ENSMUSG00000038146"	"Notch3"	"TRE+NRE"	0.452638259996975	1.73244958312496	3.82744839805751	2.52792004478981e-32	1.2484554461202e-29	"17"	"notch 3 [Source:MGI Symbol;Acc:MGI:99460]"
"13"	"ENSMUSG00000043421"	"Hilpda"	"TRE"	0.1914387035431	0.954931623867204	4.98818476198159	1.15903754822395e-29	4.77008342069059e-27	"6"	"hypoxia inducible lipid droplet associated [Source:MGI Symbol;Acc:MGI:1916823]"
"13"	"ENSMUSG00000014813"	"Stc1"	"TRE"	0.304643137578973	1.07370887850661	3.5244807647383	6.95955353327707e-23	1.90949528053765e-20	"14"	"stanniocalcin 1 [Source:MGI Symbol;Acc:MGI:109131]"
"13"	"ENSMUSG00000022425"	"Enpp2"	"TRE+NRE"	1.61892061076209	4.11744639824928	2.54332817241176	4.0294483170162e-22	1.06607689758772e-19	"15"	"ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1321390]"
"13"	"ENSMUSG00000023078"	"Cxcl13"	"TRE"	1.03529873456725	0.172074975652403	0.166208042091667	7.22106656187863e-22	1.72560197065796e-19	"5"	"chemokine (C-X-C motif) ligand 13 [Source:MGI Symbol;Acc:MGI:1888499]"
"13"	"ENSMUSG00000024620"	"Pdgfrb"	"TRE+NRE"	0.275380677915141	0.903375624119539	3.28046118180418	9.25039756958474e-18	1.80334066303905e-15	"18"	"platelet derived growth factor receptor, beta polypeptide [Source:MGI Symbol;Acc:MGI:97531]"
"13"	"ENSMUSG00000037577"	"Ephx3"	"TRE"	0.113653717438156	0.550271402251611	4.84164895487064	1.80695101731776e-17	3.43228029135641e-15	"17"	"epoxide hydrolase 3 [Source:MGI Symbol;Acc:MGI:1919182]"
"13"	"ENSMUSG00000035783"	"Acta2"	"TRE+NRE"	0.488257706084179	1.32586385391129	2.71550010863055	4.30440478612095e-17	7.971757663896e-15	"19"	"actin, alpha 2, smooth muscle, aorta [Source:MGI Symbol;Acc:MGI:87909]"
"13"	"ENSMUSG00000031765"	"Mt1"	"TRE+NRE"	0.54631601217076	1.4017222203885	2.56577180452542	5.40903104918841e-16	9.31862837497389e-14	"8"	"metallothionein 1 [Source:MGI Symbol;Acc:MGI:97171]"
"13"	"ENSMUSG00000027797"	"Dclk1"	"TRE+NRE"	0.959870257802037	0.250475447712116	0.260947191223185	5.31283856580522e-15	8.19948085322606e-13	"3"	"doublecortin-like kinase 1 [Source:MGI Symbol;Acc:MGI:1330861]"
"13"	"ENSMUSG00000050315"	"Synpo2"	"TRE"	0.213924952638981	0.694113807282647	3.24466032933536	2.20806764623558e-14	3.33823778026799e-12	"3"	"synaptopodin 2 [Source:MGI Symbol;Acc:MGI:2153070]"
"13"	"ENSMUSG00000040856"	"Dlk1"	"TRE"	0.913317005699622	0.23553216810542	0.257886546112208	2.75331230605995e-14	3.92241106986386e-12	"12"	"delta like non-canonical Notch ligand 1 [Source:MGI Symbol;Acc:MGI:94900]"
"13"	"ENSMUSG00000040856"	"Dlk1"	"TRE"	0.913317005699622	0.23553216810542	0.257886546112208	2.75331230605995e-14	3.92241106986386e-12	"CHR_MG4180_PATCH"	"delta like non-canonical Notch ligand 1 [Source:MGI Symbol;Acc:MGI:94900]"
"13"	"ENSMUSG00000029838"	"Ptn"	"TRE+NRE"	0.757961493617757	0.157449775766694	0.207727934852184	2.89993117951528e-14	4.0533377694055e-12	"6"	"pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]"
"13"	"ENSMUSG00000029661"	"Col1a2"	"TRE+NRE"	4.89594878674503	1.98810358490534	0.406071156276757	1.3818316990017e-13	1.73501851291604e-11	"6"	"collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]"
"13"	"ENSMUSG00000030247"	"Kcnj8"	"TRE"	0.219031152474213	0.689357400767469	3.14730298854921	1.81635351042958e-13	2.24259113421039e-11	"6"	"potassium inwardly-rectifying channel, subfamily J, member 8 [Source:MGI Symbol;Acc:MGI:1100508]"
"13"	"ENSMUSG00000017493"	"Igfbp4"	"TRE+NRE"	0.985828120913123	0.305385464346882	0.309775566215355	4.29236030264333e-13	4.89197001876643e-11	"11"	"insulin-like growth factor binding protein 4 [Source:MGI Symbol;Acc:MGI:96439]"
"13"	"ENSMUSG00000049892"	"Rasd1"	"TRE"	0.128795292182521	0.493972823356119	3.83533291462309	1.29093815637247e-12	1.32823192533434e-10	"11"	"RAS, dexamethasone-induced 1 [Source:MGI Symbol;Acc:MGI:1270848]"
"13"	"ENSMUSG00000051323"	"Pcdh19"	"TRE"	0.170516874590253	0.574864097525645	3.3713032736908	1.7490120857647e-12	1.7509029096412e-10	"X"	"protocadherin 19 [Source:MGI Symbol;Acc:MGI:2685563]"
"13"	"ENSMUSG00000031075"	"Ano1"	"TRE+NRE"	0.267145825189374	0.740889359269348	2.77335181541447	6.81764447615823e-12	6.47501413838207e-10	"7"	"anoctamin 1, calcium activated chloride channel [Source:MGI Symbol;Acc:MGI:2142149]"
"13"	"ENSMUSG00000028713"	"Cyp4b1"	"TRE"	0.15875301796997	0.526139245047931	3.31419995522514	1.86675047102787e-11	1.68644969382615e-09	"4"	"cytochrome P450, family 4, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:103225]"
"13"	"ENSMUSG00000031616"	"Ednra"	"TRE+NRE"	0.15651918676582	0.495881714938552	3.16818484164806	3.89465330400548e-10	2.94403996694619e-08	"8"	"endothelin receptor type A [Source:MGI Symbol;Acc:MGI:105923]"
"13"	"ENSMUSG00000067586"	"S1pr3"	"TRE+NRE"	0.345679423536891	0.766096252326045	2.21620437944374	9.42175875038901e-09	5.81636573524015e-07	"13"	"sphingosine-1-phosphate receptor 3 [Source:MGI Symbol;Acc:MGI:1339365]"
"13"	"ENSMUSG00000061787"	"Rps17"	"TRE+NRE"	1.03434787045793	0.44996228934702	0.435020269484201	1.37230026486045e-08	8.33278718203787e-07	"7"	"ribosomal protein S17 [Source:MGI Symbol;Acc:MGI:1309526]"
"13"	"ENSMUSG00000021388"	"Aspn"	"TRE"	0.233035385896812	0.587505418222554	2.52109960022424	1.40298383935384e-08	8.38169700155905e-07	"13"	"asporin [Source:MGI Symbol;Acc:MGI:1913945]"
"13"	"ENSMUSG00000047330"	"Kcne4"	"TRE"	0.272289136129279	0.637210130525993	2.34019667322847	2.61517237066659e-08	1.50179821099985e-06	"1"	"potassium voltage-gated channel, Isk-related subfamily, gene 4 [Source:MGI Symbol;Acc:MGI:1891125]"
"13"	"ENSMUSG00000041453"	"Rpl21"	"TRE+NRE"	1.21720921476277	0.563925320184678	0.46329366664759	3.58422979307134e-08	1.98149061993078e-06	"5"	"ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:1278340]"
"13"	"ENSMUSG00000036437"	"Npy1r"	"TRE"	0.134252609888786	0.403903747134918	3.0085355321547	5.02077956448498e-08	2.7148857674237e-06	"8"	"neuropeptide Y receptor Y1 [Source:MGI Symbol;Acc:MGI:104963]"
"13"	"ENSMUSG00000018417"	"Myo1b"	"TRE+NRE"	0.264847231451307	0.62102658465295	2.34484831595126	5.78641998241181e-08	3.10621733548599e-06	"1"	"myosin IB [Source:MGI Symbol;Acc:MGI:107752]"
"13"	"ENSMUSG00000071713"	"Csf2rb"	"TRE"	0.770289163429665	0.314411720068524	0.408173624913305	6.67342698237447e-08	3.53119622038786e-06	"15"	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339759]"
"13"	"ENSMUSG00000024140"	"Epas1"	"TRE+NRE"	0.708712367276049	1.30025434934415	1.8346714540085	1.86630153153946e-07	9.27890050043243e-06	"17"	"endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169]"
"13"	"ENSMUSG00000020486"	"Sept4"	"TRE+NRE"	0.228960733693927	0.533898441278116	2.33183407768001	2.92072158786335e-07	1.43289440548952e-05	"11"	"septin 4 [Source:MGI Symbol;Acc:MGI:1270156]"
"13"	"ENSMUSG00000042284"	"Itga1"	"TRE+NRE"	0.437527906052438	0.860020213258672	1.96563510889657	3.54505610888114e-07	1.69430810674784e-05	"13"	"integrin alpha 1 [Source:MGI Symbol;Acc:MGI:96599]"
"13"	"ENSMUSG00000036655"	"Colec11"	"TRE"	0.127190400702016	0.367511598506411	2.88946018314246	3.77180109680735e-07	1.77971353663369e-05	"12"	"collectin sub-family member 11 [Source:MGI Symbol;Acc:MGI:1918943]"
"13"	"ENSMUSG00000020044"	"Timp3"	"TRE+NRE"	0.182795213307737	0.464174159771841	2.53931244353976	5.13920320696682e-07	2.37327395592036e-05	"10"	"tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754]"
"13"	"ENSMUSG00000030551"	"Nr2f2"	"TRE+NRE"	0.766791598612514	1.3492640868417	1.75962293963986	8.26740671836203e-07	3.68945475720638e-05	"7"	"nuclear receptor subfamily 2, group F, member 2 [Source:MGI Symbol;Acc:MGI:1352452]"
"13"	"ENSMUSG00000020592"	"Sdc1"	"TRE+NRE"	0.145575875196987	0.380441932999758	2.61335837744379	2.18966034319598e-06	9.0255822497282e-05	"12"	"syndecan 1 [Source:MGI Symbol;Acc:MGI:1349162]"
"13"	"ENSMUSG00000050234"	"Gja4"	"TRE"	0.157350418581138	0.404046088384465	2.56781069937934	2.19559042070252e-06	9.0255822497282e-05	"4"	"gap junction protein, alpha 4 [Source:MGI Symbol;Acc:MGI:95715]"
"13"	"ENSMUSG00000059291"	"Rpl11"	"TRE+NRE"	0.799619934441964	0.382457518005589	0.478299128788601	2.21740816610493e-06	9.0255822497282e-05	"4"	"ribosomal protein L11 [Source:MGI Symbol;Acc:MGI:1914275]"
"13"	"ENSMUSG00000047215"	"Rpl9"	"TRE+NRE"	0.920339910793037	0.477782104755724	0.519136570252647	2.74465550486344e-06	0.000109904908000153	"5"	"ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:1298373]"
"13"	"ENSMUSG00000036478"	"Btg1"	"TRE+NRE"	0.369789667569786	0.717735185266551	1.94092817677525	3.5483008065514e-06	0.000141321571908241	"10"	"B cell translocation gene 1, anti-proliferative [Source:MGI Symbol;Acc:MGI:88215]"
"13"	"ENSMUSG00000074934"	"Grem1"	"TRE"	0.367944552474274	0.103813011162475	0.282143085050114	4.79189760636122e-06	0.000184887382645437	"2"	"gremlin 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344337]"
"13"	"ENSMUSG00000030249"	"Abcc9"	"TRE+NRE"	0.474063872093035	0.854694414915628	1.80290982972837	5.09892335117017e-06	0.000194705279306539	"6"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 9 [Source:MGI Symbol;Acc:MGI:1352630]"
"13"	"ENSMUSG00000032366"	"Tpm1"	"TRE+NRE"	0.46604342201363	0.836798884678125	1.79553845232398	5.86484943273424e-06	0.000221667370396404	"9"	"tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]"
"13"	"ENSMUSG00000029675"	"Eln"	"TRE"	0.487790555158797	0.183360263073581	0.375899576435812	6.9164429479557e-06	0.000257757401593953	"5"	"elastin [Source:MGI Symbol;Acc:MGI:95317]"
"13"	"ENSMUSG00000072941"	"Sod3"	"TRE+NRE"	0.234716622974829	0.510243778689961	2.17387150608706	6.92409866592828e-06	0.000257757401593953	"5"	"superoxide dismutase 3, extracellular [Source:MGI Symbol;Acc:MGI:103181]"
"13"	"ENSMUSG00000022114"	"Spry2"	"TRE"	0.258504640868463	0.550451158573839	2.12936664009034	7.25305461198568e-06	0.000267316560027811	"14"	"sprouty RTK signaling antagonist 2 [Source:MGI Symbol;Acc:MGI:1345138]"
"13"	"ENSMUSG00000029334"	"Prkg2"	"TRE"	0.127225002497971	0.327845527873541	2.57689543278861	7.63376122374141e-06	0.000277210309536649	"5"	"protein kinase, cGMP-dependent, type II [Source:MGI Symbol;Acc:MGI:108173]"
"13"	"ENSMUSG00000027435"	"Cd93"	"TRE+NRE"	0.392307513978781	0.1276810513559	0.325461651399329	1.00311470773968e-05	0.000358989070286741	"2"	"CD93 antigen [Source:MGI Symbol;Acc:MGI:106664]"
"13"	"ENSMUSG00000015837"	"Sqstm1"	"TRE+NRE"	0.408796068189075	0.741433313017788	1.81369971659038	1.05867155601194e-05	0.000377049946487328	"11"	"sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]"
"13"	"ENSMUSG00000023951"	"Vegfa"	"TRE+NRE"	0.429735784585852	0.148291595610967	0.345076209452465	1.14815312067158e-05	0.00040696259894426	"17"	"vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178]"
"13"	"ENSMUSG00000018830"	"Myh11"	"TRE+NRE"	0.214885303022889	0.476781839614165	2.21877361041941	1.31070996436495e-05	0.000455856310611059	"16"	"myosin, heavy polypeptide 11, smooth muscle [Source:MGI Symbol;Acc:MGI:102643]"
"13"	"ENSMUSG00000031750"	"Il34"	"TRE"	0.117437014470678	0.310306622819028	2.64232383816695	1.34210481955082e-05	0.000464594042207126	"8"	"interleukin 34 [Source:MGI Symbol;Acc:MGI:1923777]"
"13"	"ENSMUSG00000025794"	"Rpl14"	"TRE+NRE"	0.545391175107881	0.227497560144069	0.417127321686254	1.51176380034052e-05	0.000520890522461514	"9"	"ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1914365]"
"13"	"ENSMUSG00000008683"	"Rps15a"	"TRE+NRE"	0.671065836028066	0.330894352685912	0.493087764152059	1.79221728439963e-05	0.000611831596443891	"7"	"ribosomal protein S15A [Source:MGI Symbol;Acc:MGI:2389091]"
"13"	"ENSMUSG00000041329"	"Atp1b2"	"TRE"	0.169150615778489	0.389926762724258	2.30520451214251	2.03302576560955e-05	0.000683290949250284	"11"	"ATPase, Na+/K+ transporting, beta 2 polypeptide [Source:MGI Symbol;Acc:MGI:88109]"
"13"	"ENSMUSG00000026185"	"Igfbp5"	"TRE+NRE"	0.622316346630928	0.283514734639213	0.455579764494528	2.10116496250855e-05	0.000701145497399249	"1"	"insulin-like growth factor binding protein 5 [Source:MGI Symbol;Acc:MGI:96440]"
"13"	"ENSMUSG00000042485"	"Mustn1"	"TRE"	0.186619110409123	0.417566235659041	2.2375320230796	2.92618946913888e-05	0.000950754894183369	"14"	"musculoskeletal, embryonic nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1913425]"
"13"	"ENSMUSG00000060550"	"H2-Q7"	"TRE+NRE"	0.330002165215751	0.618701759372975	1.87484151495938	3.15330807431186e-05	0.00101563940063053	"17"	"histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]"
"13"	"ENSMUSG00000035385"	"Ccl2"	"TRE"	2.28874702244984	3.45897140759113	1.51129477118388	3.82328756269378e-05	0.00121557571950367	"11"	"chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259]"
"13"	"ENSMUSG00000068122"	"Agtr2"	"TRE"	0.349349025442617	0.122555506453674	0.350811072961771	3.90419774320062e-05	0.00123599559323206	"X"	"angiotensin II receptor, type 2 [Source:MGI Symbol;Acc:MGI:87966]"
"13"	"ENSMUSG00000037411"	"Serpine1"	"TRE"	0.239814573103731	0.477961428419235	1.99304580298585	6.16821504960303e-05	0.0019444313654238	"5"	"serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]"
"13"	"ENSMUSG00000058600"	"Rpl30"	"TRE+NRE"	0.750724773427192	0.406842811152529	0.541933376322749	6.73940106039901e-05	0.00210656046647409	"15"	"ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:98037]"
"13"	"ENSMUSG00000057098"	"Ebf1"	"TRE+NRE"	0.770138541322646	1.22409329491526	1.58944557275757	8.97748030428068e-05	0.00277104892058797	"11"	"early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275]"
"13"	"ENSMUSG00000024598"	"Fbn2"	"TRE"	0.454477082838065	0.19134080513943	0.421013099152475	0.000122259898636649	0.00365202148830763	"18"	"fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]"
"13"	"ENSMUSG00000041577"	"Prelp"	"TRE+NRE"	0.207339209598281	0.418561458680298	2.01872795546611	0.000126999474550685	0.00376699163374945	"1"	"proline arginine-rich end leucine-rich repeat [Source:MGI Symbol;Acc:MGI:2151110]"
"13"	"ENSMUSG00000033717"	"Adra2a"	"TRE"	0.233126971666114	0.463453126039529	1.9879858719363	0.000127125797575238	0.00376699163374945	"19"	"adrenergic receptor, alpha 2a [Source:MGI Symbol;Acc:MGI:87934]"
"13"	"ENSMUSG00000071714"	"Csf2rb2"	"TRE"	0.367575465214871	0.133950820672282	0.364417196871341	0.000129643392062848	0.00381622523209998	"15"	"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339760]"
"13"	"ENSMUSG00000035202"	"Lars2"	"TRE+NRE"	0.790663343620488	0.445743322102925	0.563758678961698	0.000169991331729909	0.00497745369745124	"9"	"leucyl-tRNA synthetase, mitochondrial [Source:MGI Symbol;Acc:MGI:2142973]"
"13"	"ENSMUSG00000022836"	"Mylk"	"TRE+NRE"	0.557504564905965	0.880578472217515	1.57950002143219	0.00017088230358568	0.00498384293292407	"16"	"myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]"
"13"	"ENSMUSG00000022491"	"Glycam1"	"TRE"	0.322301697679853	0.114551210769587	0.35541609490178	0.000215406861756384	0.00618413550293753	"15"	"glycosylation dependent cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:95759]"
"13"	"ENSMUSG00000036381"	"P2ry14"	"TRE"	0.117714205136975	0.276851041824405	2.35189152831856	0.000240378328179327	0.00679665135554373	"3"	"purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]"
"13"	"ENSMUSG00000017344"	"Vtn"	"TRE"	0.368962104145557	0.628745099131914	1.70409126592544	0.000254366190855587	0.00716480890440375	"11"	"vitronectin [Source:MGI Symbol;Acc:MGI:98940]"
"13"	"ENSMUSG00000002107"	"Celf2"	"TRE+NRE"	0.384243560071366	0.156305485081743	0.406787520531802	0.00027421737196121	0.00769470564957819	"2"	"CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]"
"13"	"ENSMUSG00000007097"	"Atp1a2"	"TRE+NRE"	0.300568695527377	0.10428080619756	0.346945000425242	0.000279052027029532	0.00780082043862178	"1"	"ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]"
"13"	"ENSMUSG00000059898"	"Dsc3"	"TRE"	0.3333349588765	0.118314267441288	0.354941071407763	0.000282335886972063	0.00786294831086107	"18"	"desmocollin 3 [Source:MGI Symbol;Acc:MGI:1194993]"
"13"	"ENSMUSG00000028214"	"Gem"	"TRE"	0.673995714886363	1.03744577532292	1.53924684149933	0.000363974764158375	0.01009859570369	"4"	"GTP binding protein (gene overexpressed in skeletal muscle) [Source:MGI Symbol;Acc:MGI:99844]"
"13"	"ENSMUSG00000032035"	"Ets1"	"TRE+NRE"	0.341438330935212	0.587131777137382	1.71958366692224	0.000420674593624367	0.0114994737622484	"9"	"E26 avian leukemia oncogene 1, 5' domain [Source:MGI Symbol;Acc:MGI:95455]"
"13"	"ENSMUSG00000040152"	"Thbs1"	"TRE+NRE"	1.27900619497573	0.803098835260366	0.627908479579808	0.000471415438785586	0.0126530636613175	"2"	"thrombospondin 1 [Source:MGI Symbol;Acc:MGI:98737]"
"13"	"ENSMUSG00000027368"	"Dusp2"	"TRE"	0.1791373838384	0.351888671796433	1.96435084769281	0.000538479356082663	0.0142976884224386	"2"	"dual specificity phosphatase 2 [Source:MGI Symbol;Acc:MGI:101911]"
"13"	"ENSMUSG00000034394"	"Lif"	"TRE"	0.179185584959624	0.359243213295322	2.00486670496552	0.000548622124297885	0.0144633192056894	"11"	"leukemia inhibitory factor [Source:MGI Symbol;Acc:MGI:96787]"
"13"	"ENSMUSG00000038668"	"Lpar1"	"TRE+NRE"	0.316456912641458	0.12218384515392	0.386099466540499	0.000624599515488247	0.0161588829246191	"4"	"lysophosphatidic acid receptor 1 [Source:MGI Symbol;Acc:MGI:108429]"
"13"	"ENSMUSG00000031673"	"Cdh11"	"TRE+NRE"	0.319349096358051	0.131901941876766	0.413033709445287	0.000634122795280068	0.0162537004270776	"8"	"cadherin 11 [Source:MGI Symbol;Acc:MGI:99217]"
"13"	"ENSMUSG00000050010"	"Shisa3"	"TRE+NRE"	0.302468758708311	0.115587293750402	0.382146223114137	0.000640745754151542	0.0162556320094336	"5"	"shisa family member 3 [Source:MGI Symbol;Acc:MGI:3041225]"
"13"	"ENSMUSG00000024501"	"Dpysl3"	"TRE+NRE"	0.419930602894674	0.198976668928963	0.473832265515714	0.000680174238455297	0.0171385399948192	"18"	"dihydropyrimidinase-like 3 [Source:MGI Symbol;Acc:MGI:1349762]"
"13"	"ENSMUSG00000055653"	"Gpc3"	"TRE"	0.277111436466579	0.106482796966486	0.384259842625903	0.000816851513582415	0.0203061611161696	"X"	"glypican 3 [Source:MGI Symbol;Acc:MGI:104903]"
"13"	"ENSMUSG00000030787"	"Lyve1"	"TRE"	0.281365648155692	0.103711968999375	0.368602100786612	0.000850328588302382	0.0209276883127709	"7"	"lymphatic vessel endothelial hyaluronan receptor 1 [Source:MGI Symbol;Acc:MGI:2136348]"
"13"	"ENSMUSG00000027962"	"Vcam1"	"TRE+NRE"	0.728663789071585	0.435815383387934	0.598102156199117	0.000864750201316333	0.0212121506336139	"3"	"vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926]"
"13"	"ENSMUSG00000028565"	"Nfia"	"TRE+NRE"	0.761857267310989	0.449137999600859	0.589530373827256	0.000883099092276874	0.0215907527247098	"4"	"nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]"
"13"	"ENSMUSG00000040225"	"Prrc2c"	"TRE+NRE"	0.503859460002056	0.267098143783444	0.530104453694992	0.000898016768068229	0.0218514253331054	"1"	"proline-rich coiled-coil 2C [Source:MGI Symbol;Acc:MGI:1913754]"
"13"	"ENSMUSG00000029231"	"Pdgfra"	"TRE+NRE"	0.322397797454731	0.133014416587325	0.412578552451191	0.00135730624314371	0.0316192599031716	"5"	"platelet derived growth factor receptor, alpha polypeptide [Source:MGI Symbol;Acc:MGI:97530]"
"13"	"ENSMUSG00000020717"	"Pecam1"	"TRE"	0.30477509231281	0.124571809308847	0.40873356271841	0.00139100805660379	0.0322018365103778	"11"	"platelet/endothelial cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97537]"
"13"	"ENSMUSG00000024087"	"Cyp1b1"	"TRE+NRE"	0.361452275436884	0.173084911734845	0.478859654502492	0.001906254667402	0.0430534590735184	"17"	"cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]"
"14"	"ENSMUSG00000040592"	"Cd79b"	"TRE"	0.137068964694538	1.00122792590792	7.3045559812842	0	0	"11"	"CD79B antigen [Source:MGI Symbol;Acc:MGI:96431]"
"14"	"ENSMUSG00000029661"	"Col1a2"	"TRE+NRE"	4.91424336730825	0.51686720398997	0.105177372253967	0	0	"6"	"collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]"
"14"	"ENSMUSG00000029380"	"Cxcl1"	"TRE+NRE"	4.25520943561467	0.38979651502731	0.0916045428375027	0	0	"5"	"chemokine (C-X-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:108068]"
"14"	"ENSMUSG00000024673"	"Ms4a1"	"TRE"	0.110899372288305	0.997739928228524	8.99680410845517	0	0	"19"	"membrane-spanning 4-domains, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:88321]"
"14"	"ENSMUSG00000076937"	"Iglc2"	"TRE"	0.105566256378721	0.823507904625183	7.80086301129059	1.37619745916566e-30	5.0974353887496e-28	"16"	"immunoglobulin lambda constant 2 [Source:MGI Symbol;Acc:MGI:99547]"
"14"	"ENSMUSG00000030724"	"Cd19"	"TRE"	0.128592348424772	0.860003907738517	6.68783110560914	6.3935941727365e-29	2.25541645864914e-26	"7"	"CD19 antigen [Source:MGI Symbol;Acc:MGI:88319]"
"14"	"ENSMUSG00000022425"	"Enpp2"	"TRE+NRE"	1.71291108282179	0.19170110626281	0.111915386726909	2.02902750665279e-28	6.83228898603811e-26	"15"	"ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1321390]"
"14"	"ENSMUSG00000035385"	"Ccl2"	"TRE"	2.36036351928572	0.314909984731767	0.133415883680097	3.16143384755984e-28	1.01825660620536e-25	"11"	"chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259]"
"14"	"ENSMUSG00000041538"	"H2-Ob"	"TRE"	0.113343207036005	0.787867386057707	6.95116546161812	1.48784463205791e-27	4.40878121371399e-25	"17"	"histocompatibility 2, O region beta locus [Source:MGI Symbol;Acc:MGI:95925]"
"14"	"ENSMUSG00000040152"	"Thbs1"	"TRE+NRE"	1.29081331838863	0.145408936092655	0.112649082575452	4.34745027047638e-27	1.23868890783419e-24	"2"	"thrombospondin 1 [Source:MGI Symbol;Acc:MGI:98737]"
"14"	"ENSMUSG00000022816"	"Fstl1"	"TRE+NRE"	1.12100174198295	0.171638132964063	0.153111388266401	7.03947634579168e-21	1.40941731809797e-18	"16"	"follistatin-like 1 [Source:MGI Symbol;Acc:MGI:102793]"
"14"	"ENSMUSG00000045826"	"Ptprcap"	"TRE"	0.135788250752754	0.701135095448443	5.16344449215332	8.26962522039866e-20	1.45860437220746e-17	"19"	"protein tyrosine phosphatase, receptor type, C polypeptide-associated protein [Source:MGI Symbol;Acc:MGI:97811]"
"14"	"ENSMUSG00000045826"	"Ptprcap"	"TRE"	0.135788250752754	0.701135095448443	5.16344449215332	8.26962522039866e-20	1.45860437220746e-17	"CHR_MG153_PATCH"	"protein tyrosine phosphatase, receptor type, C polypeptide-associated protein [Source:MGI Symbol;Acc:MGI:97811]"
