"ensembl_gene_id"	"mean.ncl"	"mean.cl"	"fc"	"pv"	"padj"	"mgi_symbol"	"chromosome_name"	"description"	"Ensembl ID"	"GNF GeneAtlas Specificity"	"calculated FPKMs"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"CuffDiff FPKMs"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"Cluster"
"ENSMUSG00000059898"	0.335863270324253	0.234062323607565	0.696897649396416	0.00559810658402439	0.113599875627942	"Dsc3"	"18"	"desmocollin 3 [Source:MGI Symbol;Acc:MGI:1194993]"	"ENSMUSG00000059898"	"TRE"	"93.90638858"	"11.40638746"	"41.61152795"	"12.68265655"	"14.29437628"	"10.78411911"	"13.30977138"	"92.0831"	"11.2781"	"38.7911"	"12.3352"	"13.5006"	"10.2397"	"12.8161"	"15"
"ENSMUSG00000039982"	0.176414305032107	0.303729545365048	1.72168320085931	1.78220011725682e-05	0.000704569269153863	"Dtx4"	"19"	"deltex 4, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2672905]"	"ENSMUSG00000039982"	"TRE"	"21.61096652"	"2.162102168"	"5.634714245"	"1.246140387"	"0.474956328"	"0.975043258"	"0.391766372"	"21.4087"	"2.08161"	"5.27955"	"1.22907"	"0.429406"	"0.911732"	"0.346353"	"15"
"ENSMUSG00000027368"	0.188947232461984	0.111403541807586	0.589601341898458	0.0029447804420667	0.0674734978167236	"Dusp2"	"2"	"dual specificity phosphatase 2 [Source:MGI Symbol;Acc:MGI:101911]"	"ENSMUSG00000027368"	"TRE"	"1.161142653"	"4.723840235"	"0.343169764"	"5.483593087"	"1.158264379"	"5.86326068"	"1.493956338"	"1.13187"	"4.52043"	"0.310938"	"5.2215"	"1.07689"	"5.39517"	"1.35272"	"15"
"ENSMUSG00000043631"	0.19096226165089	0.361913165660224	1.89520778886595	7.39069834961419e-08	4.58463645589888e-06	"Ecm2"	"13"	"extracellular matrix protein 2, female organ and adipocyte specific [Source:MGI Symbol;Acc:MGI:3039578]"	"ENSMUSG00000043631"	"TRE"	"0.680338452"	"1.249553544"	"0.646151098"	"1.321539488"	"0.632987942"	"1.217128016"	"0.695011918"	"0.444846"	"0.979764"	"0.383234"	"1.02551"	"0.283247"	"0.811812"	"0.302493"	"15"
"ENSMUSG00000052504"	0.197263053724395	0.413919123367642	2.09831043144018	2.57575780418713e-11	2.51961949307023e-09	"Epha3"	"16"	"Eph receptor A3 [Source:MGI Symbol;Acc:MGI:99612]"	"ENSMUSG00000052504"	"TRE"	"12.3316382"	"4.646349129"	"0.75805733"	"3.569002876"	"5.737515408"	"3.901564222"	"6.052407104"	"11.582"	"4.29771"	"0.675099"	"3.27375"	"4.89895"	"3.43739"	"5.24135"	"15"
"ENSMUSG00000064080"	0.176870187705111	0.283305350383139	1.60176994245906	0.000212255467223177	0.00677618918373574	"Fbln2"	"6"	"fibulin 2 [Source:MGI Symbol;Acc:MGI:95488]"	"ENSMUSG00000064080"	"TRE"	"1.686379579"	"4.928291188"	"1.545942369"	"4.085696017"	"0.078499079"	"3.227783996"	"0.065132434"	"1.77336"	"4.91897"	"1.50864"	"4.08077"	"0.116473"	"3.14461"	"0.0454782"	"15"
"ENSMUSG00000024598"	0.424879613192311	0.70277263106654	1.65405119296333	1.39777070755636e-09	1.01571338082429e-07	"Fbn2"	"18"	"fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]"	"ENSMUSG00000024598"	"TRE"	"1.525615731"	"2.027329628"	"1.948093561"	"0.444046262"	"0.718939153"	"0.226158691"	"0.185744062"	"1.32494"	"1.70057"	"1.57924"	"0.378763"	"0.584899"	"0.175297"	"0.142526"	"15"
"ENSMUSG00000003545"	1.42178769182114	2.18767182007683	1.5386768591833	7.11239566489339e-10	5.53750805338128e-08	"Fosb"	"7"	"FBJ osteosarcoma oncogene B [Source:MGI Symbol;Acc:MGI:95575]"	"ENSMUSG00000003545"	"TRE"	"193.8033146"	"65.59625796"	"88.92716113"	"38.2733559"	"42.80165236"	"45.28469357"	"47.52748613"	"188.834"	"66.9177"	"83.508"	"37.7631"	"41.2707"	"43.279"	"45.0184"	"15"
"ENSMUSG00000022491"	0.332430016379107	0.10961982729091	0.329753096561227	2.28251217382891e-12	2.67931813635609e-10	"Glycam1"	"15"	"glycosylation dependent cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:95759]"	"ENSMUSG00000022491"	"TRE"	"0.034729575"	"1.63180232"	"0.034148031"	"1.856590266"	"0.38887975"	"1.072775928"	"0.533126047"	"0.0377287"	"1.30256"	"0.0340532"	"1.44523"	"0.283009"	"0.91124"	"0.413366"	"15"
"ENSMUSG00000058571"	0.14919209801349	0.225441299548507	1.51108069763937	0.00598422453176444	0.120156929414112	"Gpc6"	"14"	"glypican 6 [Source:MGI Symbol;Acc:MGI:1346322]"	"ENSMUSG00000058571"	"TRE"	"2.234999766"	"0.719729876"	"1.016363113"	"0.674636901"	"0.252102053"	"0.43839294"	"0.223521571"	"2.45345"	"0.840454"	"1.00702"	"0.702606"	"0.252679"	"0.48626"	"0.169066"	"15"
"ENSMUSG00000051839"	0.243535120053028	0.103660526883175	0.425649191215641	5.14378227313413e-07	2.74454956251842e-05	"Gypa"	"8"	"glycophorin A [Source:MGI Symbol;Acc:MGI:95880]"	"ENSMUSG00000051839"	"TRE"	"0.065343687"	"0.209334247"	"0.023363459"	"0.287602669"	"0.046952544"	"0.148082409"	"0"	"0.0557172"	"0.174449"	"0.0172746"	"0.237629"	"0.0333823"	"0.133614"	"0"	"15"
"ENSMUSG00000022367"	0.218807283941651	0.134605007902501	0.615176083161822	0.00381234994853358	0.0838277524706376	"Has2"	"15"	"hyaluronan synthase 2 [Source:MGI Symbol;Acc:MGI:107821]"	"ENSMUSG00000022367"	"TRE"	"0.254535269"	"21.99423446"	"5.008852861"	"20.42063005"	"31.50899586"	"20.27340799"	"32.99081985"	"0.250346"	"21.9621"	"4.72508"	"20.0879"	"29.4625"	"19.2601"	"31.0118"	"15"
"ENSMUSG00000028332"	0.181279350666879	0.100950968085511	0.55688068008926	0.00140052319690015	0.0355016345260737	"Hemgn"	"4"	"hemogen [Source:MGI Symbol;Acc:MGI:2136910]"	"ENSMUSG00000028332"	"TRE"	"0.293983181"	"2.572000346"	"0.037182712"	"2.346114947"	"0.124010657"	"1.542629093"	"0.133708632"	"0.300576"	"2.67108"	"0.0178688"	"2.41283"	"0.117926"	"1.52566"	"0.108999"	"15"
"ENSMUSG00000032126"	0.230572073101419	0.113352018250444	0.4916120878203	3.64051817589058e-05	0.00132905041540886	"Hmbs"	"9"	"hydroxymethylbilane synthase [Source:MGI Symbol;Acc:MGI:96112]"	"ENSMUSG00000032126"	"TRE"	"15.68272849"	"19.68564942"	"12.8298337"	"22.6048323"	"25.2703407"	"20.94532398"	"24.30995283"	"13.5669"	"16.2937"	"10.2067"	"18.7572"	"20.2228"	"16.9904"	"19.6811"	"15"
"ENSMUSG00000027875"	0.455389153429268	0.86813310384336	1.90635437253162	2.33504091848799e-17	4.34545419708863e-15	"Hmgcs2"	"3"	"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 [Source:MGI Symbol;Acc:MGI:101939]"	"ENSMUSG00000027875"	"TRE"	"0.676250281"	"5.45088682"	"1.038646973"	"7.6262131"	"0.845510418"	"5.781932982"	"1.259220059"	"0.683371"	"5.28266"	"0.960414"	"7.10116"	"0.778422"	"5.38561"	"1.15699"	"15"
"ENSMUSG00000076612"	0.180707371306463	0.111251608511759	0.61564510460996	0.00786304342265764	0.148466853141475	"Ighg2c"	"12"	"immunoglobulin heavy constant gamma 2C [Source:MGI Symbol;Acc:MGI:2686979]"	"ENSMUSG00000076612"	"TRE"	"0.017909228"	"2.239569865"	"0.255335424"	"3.296707878"	"1.14423582"	"3.01836635"	"1.300145384"	"0.0194558"	"2.10901"	"0.248317"	"3.05733"	"1.05239"	"2.74344"	"1.17749"	"15"
"ENSMUSG00000025746"	0.447114673066771	0.286104621982293	0.639890925564786	5.1783694999109e-05	0.00182078153383964	"Il6"	"5"	"interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]"	"ENSMUSG00000025746"	"TRE"	"0.049921768"	"1.563748006"	"0.07853733"	"1.379689135"	"0.078916557"	"0.400392894"	"0.089406104"	"0.0512544"	"1.36943"	"0.0580694"	"1.24397"	"0.0778538"	"0.395955"	"0.0876794"	"15"
"ENSMUSG00000049265"	0.15751436824431	0.251395722929166	1.59601772035959	0.000555264134947874	0.0161089937249136	"Kcnk3"	"5"	"potassium channel, subfamily K, member 3 [Source:MGI Symbol;Acc:MGI:1100509]"	"ENSMUSG00000049265"	"TRE"	"0.059546299"	"1.035205057"	"1.151323195"	"1.346482667"	"0.499906568"	"1.297819215"	"0.527735394"	"0.045002"	"1.02042"	"1.09461"	"1.32332"	"0.435428"	"1.23929"	"0.481281"	"15"
"ENSMUSG00000039883"	0.170252347023541	0.267677600857148	1.57224029822118	0.000674864012862594	0.0189309280078735	"Lrrc17"	"5"	"leucine rich repeat containing 17 [Source:MGI Symbol;Acc:MGI:1921761]"	"ENSMUSG00000039883"	"TRE"	"24.63398334"	"10.20873135"	"24.76055735"	"5.166061333"	"5.53288432"	"3.194284665"	"3.91889654"	"23.2461"	"8.8231"	"22.3537"	"3.4523"	"3.08291"	"1.88089"	"1.04751"	"15"
"ENSMUSG00000030787"	0.290014464628221	0.108450736243536	0.373949404153214	1.1238739481879e-09	8.32539633463461e-08	"Lyve1"	"7"	"lymphatic vessel endothelial hyaluronan receptor 1 [Source:MGI Symbol;Acc:MGI:2136348]"	"ENSMUSG00000030787"	"TRE"	"0.00416302"	"0.652011539"	"0.319278198"	"0.768422866"	"0.098713806"	"0.663270199"	"0.133136659"	"0.00452253"	"0.643999"	"0.286046"	"0.74121"	"0.0883175"	"0.620024"	"0.119947"	"15"
"ENSMUSG00000060572"	0.212710116235151	0.296163903079188	1.39233576813892	0.00668579349525486	0.130134194818354	"Mfap2"	"4"	"microfibrillar-associated protein 2 [Source:MGI Symbol;Acc:MGI:99559]"	"ENSMUSG00000060572"	"TRE"	"1.09099136"	"0.436463734"	"0.858178234"	"0.459309506"	"0.212456157"	"0.411289998"	"0.169902859"	"0.913897"	"0.434916"	"0.619391"	"0.371188"	"0.146412"	"0.336381"	"0.113515"	"15"
"ENSMUSG00000043613"	0.12758228481887	0.203821942132441	1.59757244057676	0.0022581367883695	0.0536747155615554	"Mmp3"	"9"	"matrix metallopeptidase 3 [Source:MGI Symbol;Acc:MGI:97010]"	"ENSMUSG00000043613"	"TRE"	"0.003018074"	"1.949847217"	"0.002967536"	"1.893480875"	"0.031806562"	"1.249562149"	"0.019304075"	"0"	"1.54955"	"0"	"1.45205"	"0.00678414"	"0.950865"	"0.0075203"	"15"
"ENSMUSG00000048387"	0.127383367940311	0.22209180262572	1.74349136953097	0.000180649034876787	0.005840475153008	"Osr1"	"12"	"odd-skipped related transcription factor 1 [Source:MGI Symbol;Acc:MGI:1344424]"	"ENSMUSG00000048387"	"TRE"	"0.033646861"	"1.856726913"	"0.510890016"	"1.703551788"	"0.260629378"	"1.79450727"	"0.27404234"	"0.0213155"	"1.76864"	"0.463949"	"1.6323"	"0.221132"	"1.70079"	"0.23643"	"15"
"ENSMUSG00000027188"	0.178947776255692	0.264295097189312	1.47693982411757	0.00316812488241481	0.0713061736071534	"Pamr1"	"2"	"peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082]"	"ENSMUSG00000027188"	"TRE"	"0.200840989"	"18.98098447"	"8.998286442"	"21.80584177"	"39.491606"	"29.33330606"	"44.40390213"	"0.195312"	"16.898"	"7.70824"	"19.4117"	"33.4048"	"25.4185"	"38.0896"	"15"
"ENSMUSG00000035566"	0.1820708436504	0.111585417927382	0.612868132481665	0.00645063945843223	0.127839945630748	"Pcdh17"	"14"	"protocadherin 17 [Source:MGI Symbol;Acc:MGI:2684924]"	"ENSMUSG00000035566"	"TRE"	"0.474053165"	"6.881970894"	"7.581853942"	"7.797429876"	"7.162755471"	"8.294691206"	"7.503479622"	"0.475192"	"6.93546"	"7.31507"	"7.80384"	"6.75153"	"8.01863"	"7.15617"	"15"
"ENSMUSG00000020717"	0.31403702648161	0.121202793555294	0.385950647008791	8.53680720222408e-10	6.57937767201714e-08	"Pecam1"	"11"	"platelet/endothelial cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97537]"	"ENSMUSG00000020717"	"TRE"	"2.240102184"	"1.841989033"	"0.627460298"	"2.101381818"	"1.330166403"	"1.850863346"	"1.517674327"	"2.65561"	"2.18206"	"0.673285"	"2.48257"	"1.41653"	"2.14898"	"1.70171"	"15"
"ENSMUSG00000067780"	0.298847120220747	0.536027978932593	1.79365281665304	8.90811169183375e-10	6.79688922086915e-08	"Pi15"	"1"	"peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]"	"ENSMUSG00000067780"	"TRE"	"0.609043287"	"1.566953916"	"1.251034227"	"1.824342492"	"2.199490162"	"1.894428982"	"2.290000837"	"0.447492"	"1.23216"	"0.868476"	"1.43954"	"1.52766"	"1.40484"	"1.6605"	"15"
"ENSMUSG00000027611"	0.482121928749256	0.240872961005338	0.499610050159349	1.57639102548415e-09	1.13470410607963e-07	"Procr"	"2"	"protein C receptor, endothelial [Source:MGI Symbol;Acc:MGI:104596]"	"ENSMUSG00000027611"	"TRE"	"1.3387849"	"12.02069469"	"0.982263737"	"12.13273108"	"4.243457434"	"8.374709089"	"5.198702253"	"1.20428"	"11.6621"	"0.907074"	"12.3583"	"4.05187"	"7.84591"	"5.44012"	"15"
"ENSMUSG00000032487"	0.484417943444394	0.300500914482949	0.620333987519692	8.62035297430573e-06	0.000373711893147459	"Ptgs2"	"1"	"prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798]"	"ENSMUSG00000032487"	"TRE"	"0.987588245"	"112.8580394"	"16.10090391"	"182.9076958"	"309.9246987"	"228.4522654"	"376.4761703"	"0.947045"	"107.843"	"14.4496"	"170.448"	"274.361"	"207.543"	"337.708"	"15"
"ENSMUSG00000044562"	0.169085512966354	0.103530378671986	0.612295972941144	0.00956435788201687	0.171708354446562	"Rasip1"	"7"	"Ras interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917153]"	"ENSMUSG00000044562"	"TRE"	"1.176136268"	"7.670838382"	"5.258978118"	"8.52297417"	"14.66318269"	"10.51754071"	"14.8850793"	"1.27093"	"8.17835"	"5.09975"	"9.33348"	"14.9691"	"10.9376"	"15.2642"	"15"
"ENSMUSG00000019539"	0.340010908421176	0.462625792103914	1.3606204408326	0.00154320689643418	0.0387324625651079	"Rcn3"	"7"	"reticulocalbin 3, EF-hand calcium binding domain [Source:MGI Symbol;Acc:MGI:1277122]"	"ENSMUSG00000019539"	"TRE"	"35.46227908"	"9.617330598"	"30.15574145"	"2.840783847"	"2.584723448"	"1.436030415"	"1.426322604"	"33.9709"	"9.23814"	"27.5724"	"2.65869"	"2.43905"	"1.20327"	"1.48911"	"15"
"ENSMUSG00000025921"	0.238721466086494	0.137386299069951	0.575508777330367	0.000454134699866812	0.0136419203148967	"Rdh10"	"1"	"retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]"	"ENSMUSG00000025921"	"TRE"	"6.653394881"	"11.69584717"	"10.46002808"	"10.45857725"	"12.80635712"	"9.621498077"	"13.09003032"	"6.22528"	"10.994"	"9.40095"	"9.6499"	"11.1759"	"8.51446"	"11.5271"	"15"
"ENSMUSG00000038530"	0.210692309181855	0.121437596901764	0.576374132370192	0.00120824041172256	0.0312504214964174	"Rgs4"	"1"	"regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409]"	"ENSMUSG00000038530"	"TRE"	"3.550009725"	"30.52014665"	"84.91652249"	"23.29700798"	"12.98450172"	"25.58559421"	"14.17617235"	"3.4189"	"30.1474"	"79.8242"	"22.7322"	"11.6032"	"23.9802"	"13.0906"	"15"
"ENSMUSG00000034463"	0.20401613441155	0.300516554427831	1.47300386459443	0.00185786943563962	0.0452892772969018	"Scara3"	"14"	"scavenger receptor class A, member 3 [Source:MGI Symbol;Acc:MGI:2444418]"	"ENSMUSG00000034463"	"TRE"	"0.905212868"	"9.472420771"	"16.67913203"	"3.208511841"	"2.275771188"	"2.711856607"	"1.414852073"	"0.887414"	"9.18744"	"15.5216"	"3.1172"	"2.12331"	"2.5339"	"1.3056"	"15"
"ENSMUSG00000034810"	0.149008497372414	0.261808588635818	1.7570044209055	2.90221364290809e-05	0.00108018976075067	"Scn7a"	"2"	"sodium channel, voltage-gated, type VII, alpha [Source:MGI Symbol;Acc:MGI:102965]"	"ENSMUSG00000034810"	"TRE"	"0.059899998"	"1.411572662"	"5.19602224"	"1.701654143"	"0.374734172"	"0.862419861"	"0.376507859"	"0.0543128"	"1.29924"	"4.63283"	"1.56836"	"0.312213"	"0.770283"	"0.316457"	"15"
"ENSMUSG00000033965"	0.161608490810673	0.230730149112597	1.42771056121613	0.00816416325775471	0.152304561507747	"Slc16a2"	"X"	"solute carrier family 16 (monocarboxylic acid transporters), member 2 [Source:MGI Symbol;Acc:MGI:1203732]"	"ENSMUSG00000033965"	"TRE"	"1.797162167"	"1.928007177"	"7.843439685"	"1.03190987"	"0.884811434"	"0.925666235"	"0.975327669"	"1.8437"	"1.94355"	"7.4633"	"1.01403"	"0.90627"	"0.94746"	"0.928441"	"15"
"ENSMUSG00000006574"	0.282959849541242	0.110775846407456	0.391489628606514	7.37550546530498e-09	5.02456309823902e-07	"Slc4a1"	"11"	"solute carrier family 4 (anion exchanger), member 1 [Source:MGI Symbol;Acc:MGI:109393]"	"ENSMUSG00000006574"	"TRE"	"0.012735452"	"2.854027194"	"0.094386062"	"2.420596469"	"0.044563592"	"1.78104109"	"0.034365076"	"0.0124957"	"2.53862"	"0.0896317"	"2.18"	"0.0327111"	"1.57114"	"0.0298948"	"15"
"ENSMUSG00000030737"	0.289813306825942	0.442476282234847	1.52676316722956	3.02200065156942e-05	0.00111931383356673	"Slco2b1"	"7"	"solute carrier organic anion transporter family, member 2b1 [Source:MGI Symbol;Acc:MGI:1351872]"	"ENSMUSG00000030737"	"TRE"	"18.53440454"	"2.130611013"	"1.461308471"	"2.814743922"	"0.754085297"	"2.009040243"	"0.670425161"	"24.9684"	"2.8228"	"1.9741"	"3.51936"	"0.956966"	"2.72035"	"1.26235"	"15"
"ENSMUSG00000056427"	0.152273898197283	0.23682141826975	1.55523317570112	0.0014093621946085	0.0356073958439168	"Slit3"	"11"	"slit guidance ligand 3 [Source:MGI Symbol;Acc:MGI:1315202]"	"ENSMUSG00000056427"	"TRE"	"0.271947588"	"2.718922727"	"0.506211252"	"3.140840638"	"2.034622211"	"3.77771594"	"2.328963548"	"0.228318"	"2.23618"	"0.409965"	"2.53822"	"1.58386"	"3.00145"	"1.87603"	"15"
"ENSMUSG00000047793"	0.158116660276445	0.282377536083554	1.78588097920773	1.23033293988344e-05	0.000518643112227109	"Sned1"	"1"	"sushi, nidogen and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:3045960]"	"ENSMUSG00000047793"	"TRE"	"0.07845403"	"1.726690314"	"2.116333402"	"2.285708212"	"1.001063421"	"2.466944727"	"1.068605287"	"0.0533674"	"1.47129"	"1.6808"	"1.92381"	"0.792798"	"2.04732"	"0.849361"	"15"
"ENSMUSG00000090084"	0.173743258577609	0.316475432639981	1.82151201278763	9.47787696801447e-07	4.75764482012831e-05	"Srpx"	"X"	"sushi-repeat-containing protein [Source:MGI Symbol;Acc:MGI:1858306]"	"ENSMUSG00000090084"	"TRE"	"0.488473467"	"0.660721923"	"0.043663092"	"0.716653131"	"0.023399427"	"0.283965116"	"0.011361285"	"0.610359"	"0.883883"	"0.0611622"	"0.933623"	"0.0331748"	"0.357955"	"0.0222089"	"15"
"ENSMUSG00000028369"	0.184662011331758	0.334907510984508	1.8136242997095	1.33843334737203e-06	6.54631182080038e-05	"Svep1"	"4"	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:MGI Symbol;Acc:MGI:1928849]"	"ENSMUSG00000028369"	"TRE"	"0.327577634"	"0.315175939"	"0.020188126"	"0.392539989"	"0.121713639"	"0.303454139"	"0.077601419"	"0.297979"	"0.28119"	"0.0161899"	"0.340862"	"0.0961095"	"0.253957"	"0.0617043"	"15"
"ENSMUSG00000023885"	0.316928697318751	0.584042621326319	1.84282025031933	4.19168391008156e-11	3.94846274492868e-09	"Thbs2"	"17"	"thrombospondin 2 [Source:MGI Symbol;Acc:MGI:98738]"	"ENSMUSG00000023885"	"TRE"	"27.09494301"	"5.422090751"	"8.370286269"	"3.228469756"	"6.541859048"	"3.824379388"	"7.544917135"	"25.6083"	"5.26542"	"7.56301"	"3.21776"	"6.37102"	"3.8639"	"7.37947"	"15"
"ENSMUSG00000033191"	0.194575518603639	0.110515278544831	0.567981415842742	0.0016095390713381	0.0401332781513389	"Tie1"	"4"	"tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:99906]"	"ENSMUSG00000033191"	"TRE"	"0.24141342"	"0.550532183"	"0.062603333"	"0.78134636"	"0"	"0.451423698"	"0.006787334"	"0.204074"	"0.466186"	"0.0553578"	"0.640434"	"0"	"0.363868"	"0.00664249"	"15"
"ENSMUSG00000055546"	0.20737028371502	0.122013343892345	0.58838393672655	0.00180299660701416	0.0443267043177616	"Timd4"	"11"	"T cell immunoglobulin and mucin domain containing 4 [Source:MGI Symbol;Acc:MGI:2445125]"	"ENSMUSG00000055546"	"TRE"	"0.039955793"	"1.349353333"	"0.103127683"	"1.687622481"	"0.750052304"	"0.904005195"	"0.664465275"	"0.0320581"	"1.20469"	"0.0864738"	"1.42473"	"0.567671"	"0.74916"	"0.569211"	"15"
"ENSMUSG00000042066"	0.225311558558235	0.107837717138621	0.478616001010658	1.59827743363486e-05	0.000638474178986072	"Tmcc2"	"1"	"transmembrane and coiled-coil domains 2 [Source:MGI Symbol;Acc:MGI:1916125]"	"ENSMUSG00000042066"	"TRE"	"2.1425001"	"3.091640657"	"5.955928411"	"4.210337143"	"3.473716812"	"4.368991229"	"3.888206908"	"2.52618"	"3.67542"	"6.76265"	"4.98143"	"3.92419"	"5.01849"	"4.40058"	"15"
"ENSMUSG00000053475"	0.551559420129451	0.418627767601497	0.758989425841454	0.003865482996509	0.0847518254694359	"Tnfaip6"	"2"	"tumor necrosis factor alpha induced protein 6 [Source:MGI Symbol;Acc:MGI:1195266]"	"ENSMUSG00000053475"	"TRE"	"0.20114936"	"7.304539852"	"0.315114182"	"12.44317679"	"11.87129846"	"15.26255542"	"16.28058109"	"0.110271"	"6.39935"	"0.200893"	"10.8204"	"9.42652"	"12.7975"	"13.2504"	"15"
"ENSMUSG00000000903"	0.176204089254614	0.103370537452249	0.586652318283481	0.00438069977708165	0.0933651935729971	"Vpreb3"	"10"	"pre-B lymphocyte gene 3 [Source:MGI Symbol;Acc:MGI:98938]"	"ENSMUSG00000000903"	"TRE"	"0.01263445"	"2.238523931"	"1.819952919"	"2.026255384"	"0.299588933"	"1.492614016"	"0.387897298"	"0.0188643"	"2.57638"	"1.95168"	"2.37814"	"0.303294"	"1.66032"	"0.353494"	"15"
"ENSMUSG00000017344"	0.359672743629831	0.541446741600743	1.50538719208034	9.81345965463621e-06	0.00042295862062819	"Vtn"	"11"	"vitronectin [Source:MGI Symbol;Acc:MGI:98940]"	"ENSMUSG00000017344"	"TRE"	"0.068453507"	"1.541169377"	"0.599646478"	"1.010577482"	"0.00819785"	"0.903800337"	"0.079607172"	"0.0669857"	"1.3923"	"0.500189"	"0.909539"	"0.00918071"	"0.740206"	"0.046745"	"15"
"ENSMUSG00000055235"	0.137537408955016	0.232067001684206	1.6873009564991	0.000225297963394338	0.00713287743028546	"Wdr86"	"5"	"WD repeat domain 86 [Source:MGI Symbol;Acc:MGI:1915466]"	"ENSMUSG00000055235"	"TRE"	"0.154790029"	"0.844182575"	"0.052182199"	"0.87878349"	"0.099042316"	"0.4505754"	"0.14709485"	"0.177728"	"0.850937"	"0.0532482"	"1.02851"	"0.0951414"	"0.612021"	"0.134744"	"15"
"ENSMUSG00000030249"	0.463580548017229	0.701618944072049	1.51347796423497	3.71509937259935e-07	2.02472915806665e-05	"Abcc9"	"6"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 9 [Source:MGI Symbol;Acc:MGI:1352630]"	"ENSMUSG00000030249"	"TRE+NRE"	"0.26682831"	"1.245598015"	"0.187617115"	"1.630693348"	"0.109379048"	"1.106195904"	"0.142941435"	"0.240278"	"1.10191"	"0.126323"	"1.41424"	"0.0540587"	"1.02213"	"0.0774253"	"15"
"ENSMUSG00000035258"	0.229526249491202	0.380099930525206	1.65601943728783	1.01121009358554e-05	0.000431035363913837	"Abi3bp"	"16"	"ABI gene family, member 3 (NESH) binding protein [Source:MGI Symbol;Acc:MGI:2444583]"	"ENSMUSG00000035258"	"TRE+NRE"	"5.073898909"	"6.043826276"	"1.691601832"	"7.172395291"	"7.811463846"	"6.947466631"	"8.118951469"	"5.30185"	"6.30198"	"1.7767"	"7.62458"	"8.51802"	"7.56946"	"8.86003"	"15"
"ENSMUSG00000035783"	0.524306009962642	0.305991000258756	0.5836114681969	3.62308059353857e-07	1.98878452724455e-05	"Acta2"	"19"	"actin, alpha 2, smooth muscle, aorta [Source:MGI Symbol;Acc:MGI:87909]"	"ENSMUSG00000035783"	"TRE+NRE"	"23.33634598"	"39.14201469"	"222.783004"	"37.29649583"	"31.31793232"	"31.04908549"	"21.58939975"	"6.26245"	"20.0271"	"164.402"	"17.4736"	"11.0268"	"13.457"	"4.03385"	"15"
"ENSMUSG00000022894"	0.206731325170485	0.351373930368406	1.69966467384001	4.75683864987913e-06	0.000214761413601052	"Adamts5"	"16"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]"	"ENSMUSG00000022894"	"TRE+NRE"	"0.051120948"	"0.236345117"	"0.045031187"	"0.30611291"	"0.012958229"	"0.123736623"	"0.017144879"	"0.0525727"	"0.22777"	"0.0400524"	"0.287603"	"0.011967"	"0.113546"	"0.0151056"	"15"
"ENSMUSG00000031075"	0.262976524308826	0.463119562333498	1.76106807841766	3.63402209436151e-08	2.34979564237105e-06	"Ano1"	"7"	"anoctamin 1, calcium activated chloride channel [Source:MGI Symbol;Acc:MGI:2142149]"	"ENSMUSG00000031075"	"TRE+NRE"	"0.07177015"	"3.453420248"	"1.473114597"	"4.441300977"	"2.16125063"	"3.573352779"	"1.818998381"	"0.0784287"	"3.97414"	"1.78445"	"4.94519"	"2.72119"	"4.27603"	"1.95256"	"15"
"ENSMUSG00000007097"	0.269377212430133	0.593755849208422	2.20417994473984	5.59905327882777e-17	9.70926739033088e-15	"Atp1a2"	"1"	"ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]"	"ENSMUSG00000007097"	"TRE+NRE"	"0.281650263"	"13.08310864"	"41.83143736"	"24.03989109"	"35.02867894"	"38.64090224"	"42.83887493"	"0.290349"	"15.2559"	"47.0097"	"28.113"	"42.6417"	"47.0284"	"52.9288"	"15"
